tinh,huyen,xa,Ho,x,y,prop.ho,songuoi,danso,pro.pop,area_km,songuoi_km,danso_km,distm_km,rank,geometry
Tien Giang,Tan Phuoc,Xa Thanh My,Mai,106.209119,10.55556108,0.783630031,23,2431,0.946112711,28.58197047,0.804703091,85.05361806,1159.581417,8110,
An Giang,Phu Tan,Xa Tan Trung,Mai,105.3428214,10.56128651,0.783630031,38,10050,0.378109453,8.365024106,4.542724506,1201.431087,1159.586384,8111,
Long An,Tan Tru,Xa Que My Thanh,Mai,106.4661916,10.56655084,0.783630031,27,6281,0.429867855,8.862951137,3.046389355,708.6804275,1159.602359,8112,
Long An,Tan An,Xa Huong Tho Phu,Mai,106.3941542,10.56281996,0.783630031,35,7532,0.464684015,8.8127155,3.971534086,854.6741353,1159.602577,8113,
Binh Thuan,Ham Tan,Xa Thang Hai,Mai,107.5626065,10.6808583,0.783630031,46,4835,0.95139607,103.0811559,0.446250332,46.90479028,1159.629021,8114,
Long An,Can Giuoc,Xa Thuan Thanh,Mai,106.6153064,10.57451675,0.783630031,99,9413,1.05173696,9.738841065,10.16548061,966.5421109,1159.73815,8115,
Ba Ria - Vung Tau,Chau Duc,Xa Son Binh,Mai,107.3453916,10.64732291,0.783630031,44,7759,0.567083387,23.52844127,1.870077133,329.7711017,1159.865306,8116,
Dong Thap,Thap Muoi,Xa My Quy,Mai,105.7532261,10.54713435,0.783630031,99,14761,0.670686268,64.52576088,1.534270943,228.7613474,1159.925995,8117,
Ba Ria - Vung Tau,Chau Duc,Xa Binh Trung,Mai,107.289137,10.63902283,0.783630031,14,7257,0.192917183,18.26989428,0.766287959,397.2108371,1159.961874,8118,
Tien Giang,Tan Phuoc,Xa Thanh Tan,Mai,106.1628053,10.54993587,0.783630031,8,2406,0.332502078,33.65537234,0.237703506,71.48932942,1160.050132,8119,
Long An,Can Duoc,Xa Long Son,Mai,106.5425672,10.566846,0.783630031,22,8354,0.2633469,13.54270099,1.624491304,616.8636526,1160.062279,8120,
Tien Giang,Tan Phuoc,Xa Thanh Hoa,Mai,106.1206656,10.54870408,0.783630031,7,1053,0.664767331,24.84274156,0.281772444,42.38662619,1160.065339,8121,
Long An,Tan Thanh,Xa Tan Hoa,Mai,106.0516052,10.54685368,0.783630031,35,7993,0.437883148,48.23905103,0.725553245,165.695631,1160.109545,8122,
Ba Ria - Vung Tau,Chau Duc,Xa Xuan Son,Mai,107.3165726,10.63916726,0.783630031,59,8099,0.728484998,16.56284952,3.562188978,488.9859074,1160.338795,8123,
Tien Giang,Tan Phuoc,Xa Phu My,Mai,106.318936,10.55010907,0.783630031,113,8197,1.378553129,13.45241256,8.399980266,609.3330817,1160.631785,8124,
Binh Thuan,Ham Thuan Nam,Xa Tan Thanh,Mai,107.9579478,10.73778869,0.783630031,68,6632,1.025331725,61.21588227,1.110822837,108.3378978,1160.86597,8125,
An Giang,Cho Moi,Thi tran Cho Moi,Mai,105.4047579,10.54685481,0.783630031,91,11063,0.822561692,2.769890031,32.85328983,3994.021378,1160.890024,8126,
Ba Ria - Vung Tau,Chau Duc,Xa Binh Ba,Mai,107.2195015,10.62141978,0.783630031,126,8227,1.531542482,31.17823181,4.041281134,263.8699991,1160.929992,8127,
Long An,Can Giuoc,Xa Phuoc Vinh Tay,Mai,106.682551,10.56817582,0.783630031,66,9216,0.716145833,16.19331961,4.075754792,569.1235782,1160.966966,8128,
Long An,Can Duoc,Xa Tan Trach,Mai,106.5785802,10.56056267,0.783630031,109,10727,1.016127529,14.17133317,7.691584037,756.9506602,1161.007906,8129,
An Giang,Cho Moi,Xa Kien An,Mai,105.3756689,10.54642696,0.783630031,198,25254,0.784034212,25.34895181,7.81097386,996.2542114,1161.069278,8130,
Dong Thap,Cao Lanh,Xa Phong My,Mai,105.587958,10.53932283,0.783630031,152,18801,0.808467635,29.48269455,5.155566759,637.6961226,1161.083178,8131,
Long An,Tan An,Xa Nhon Thanh Trung,Mai,106.445946,10.55111882,0.783630031,205,7601,2.697013551,8.849860738,23.16420632,858.8835718,1161.185924,8132,
Long An,Can Giuoc,Xa Long An,Mai,106.6469164,10.56163323,0.783630031,68,8133,0.83609984,10.07079234,6.752199601,807.5829317,1161.402885,8133,
Binh Thuan,Ham Tan,Xa Tan Thang,Mai,107.6167264,10.67300775,0.783630031,29,8673,0.334371037,105.5517546,0.274746736,82.16822199,1161.413993,8134,
Long An,Tan Tru,Xa Lac Tan,Mai,106.4832086,10.55055461,0.783630031,66,6025,1.095435685,9.241559169,7.141652051,651.9462668,1161.473622,8135,
Ho Chi Minh,Can Gio,Xa Tam Thon Hiep,Mai,106.883075,10.5802864,0.783630031,8,5451,0.146762062,111.1145702,0.071997759,49.05747274,1161.473689,8136,
Long An,Can Giuoc,Xa Phuoc Vinh Dong,Mai,106.7206866,10.56386814,0.783630031,9,7491,0.120144173,17.85900594,0.503947422,419.4522374,1161.761733,8137,
Dong Thap,Thap Muoi,Xa My Dong,Mai,105.7985992,10.52722018,0.783630031,54,7419,0.727860898,27.56011356,1.95935332,269.1933755,1162.095284,8138,
An Giang,Tinh Bien,Xa Vinh Trung,Mai,105.0396906,10.55626438,0.783630031,29,7544,0.384411453,24.93466898,1.163039302,302.5506377,1162.110535,8139,
An Giang,Cho Moi,Xa Long Dien A,Mai,105.455017,10.53353563,0.783630031,334,14987,2.228598118,18.70838427,17.85295808,801.0846787,1162.153944,8140,
An Giang,Chau Phu,Xa Binh Long,Mai,105.2301478,10.54344298,0.783630031,115,14983,0.767536541,25.54341683,4.502138487,586.5699213,1162.183895,8141,
Binh Thuan,La Gi,Phuong Tan An,Mai,107.7499008,10.6876692,0.783630031,144,13119,1.097644638,6.815947499,21.1269233,1924.750741,1162.216527,8142,
Long An,Can Duoc,Xa My Le,Mai,106.6079439,10.55154599,0.783630031,51,12125,0.420618557,12.42508573,4.104599445,975.8483974,1162.217799,8143,
Long An,Tan An,Xa Loi Binh Nhon,Mai,106.3655424,10.53762588,0.783630031,231,11522,2.004860267,11.9481489,19.33353877,964.3334793,1162.236932,8144,
Dong Thap,Cao Lanh,Xa Tan Nghia,Mai,105.6241113,10.52644841,0.783630031,97,9420,1.029723992,23.93540995,4.052573163,393.559167,1162.419813,8145,
Tien Giang,Tan Phuoc,Xa Hung Thanh,Mai,106.2753844,10.53090945,0.783630031,49,7287,0.672430355,33.53309472,1.461243002,217.3077093,1162.562203,8146,
Ba Ria - Vung Tau,Chau Duc,Xa Suoi Nghe,Mai,107.1929653,10.60250021,0.783630031,181,11147,1.62375527,24.41877168,7.412330252,456.493068,1162.652948,8147,
Long An,Tan Tru,Xa Binh Trinh Dong,Mai,106.5185073,10.5415386,0.783630031,33,5460,0.604395604,9.787956516,3.371490254,557.8283875,1162.695167,8148,
Tien Giang,Cai Be,Xa Hau My Bac B,Mai,105.969318,10.52044142,0.783630031,109,10359,1.052225118,19.9451428,5.464989702,519.3745718,1162.901133,8149,
An Giang,Chau Phu,Xa Thanh My Tay,Mai,105.1611855,10.53923612,0.783630031,163,17249,0.944982318,34.95712469,4.662854895,493.4330312,1163.092864,8150,
An Giang,Tinh Bien,Xa An Nong,Mai,104.9336673,10.55249474,0.783630031,15,3592,0.417594655,32.40143623,0.462942442,110.8592834,1163.427433,8151,
Long An,Tan Tru,Xa Binh Lang,Mai,106.4759406,10.5322855,0.783630031,119,6608,1.800847458,8.274595888,14.38136697,798.5888483,1163.446167,8152,
Dong Thap,Thap Muoi,Xa Doc Binh Kieu,Mai,105.9151266,10.5146627,0.783630031,206,11576,1.779543884,34.02348583,6.054641227,340.2355672,1163.491454,8153,
Long An,Tan Tru,Xa Tan Phuoc Tay,Mai,106.5505319,10.53578372,0.783630031,110,6490,1.694915254,12.92129523,8.513078452,502.2716287,1163.545966,8154,
An Giang,Chau Phu,Xa Binh My,Mai,105.282048,10.52623484,0.783630031,377,20423,1.845957989,35.21619639,10.7053015,579.9320226,1163.781043,8155,
Dong Thap,Cao Lanh,Xa Phuong Tra,Mai,105.6616451,10.5126708,0.783630031,40,8209,0.487270069,15.06382546,2.655367995,544.9478967,1163.86681,8156,
Ba Ria - Vung Tau,Xuyen Moc,Xa Hoa Binh,Mai,107.3860913,10.61626139,0.783630031,109,10906,0.999449844,37.61720879,2.89760999,289.9205005,1163.876009,8157,
An Giang,Chau Phu,Xa Binh Thuy,Mai,105.321359,10.52344986,0.783630031,88,15010,0.586275816,15.60402933,5.639568996,961.9310299,1163.876586,8158,
Binh Thuan,La Gi,Xa Tan Phuoc,Mai,107.7276654,10.66779087,0.783630031,110,12276,0.896057348,33.3357819,3.29975761,368.2529492,1163.970689,8159,
Ba Ria - Vung Tau,Xuyen Moc,Xa Hoa Hoi,Mai,107.4521868,10.62463191,0.783630031,81,10330,0.784123911,70.51666528,1.148664641,146.4901943,1163.978095,8160,
Ho Chi Minh,Can Gio,Xa An Thoi Dong,Mai,106.8122362,10.55004981,0.783630031,73,13074,0.558360104,104.191312,0.700634233,125.4807118,1164.109842,8161,
Binh Thuan,Ham Tan,Xa Son My,Mai,107.6803298,10.6580046,0.783630031,79,5998,1.317105702,48.34093646,1.634225685,124.0770336,1164.176265,8162,
Long An,Tan An,Xa Binh Tam,Mai,106.4339562,10.52324583,0.783630031,47,7310,0.642954856,5.942461491,7.909180408,1230.129974,1164.195129,8163,
An Giang,Tinh Bien,Xa An Cu,Mai,104.9796516,10.54161466,0.783630031,17,8641,0.196736489,44.1386237,0.385150206,195.769584,1164.222914,8164,
An Giang,Cho Moi,Xa Long Dien B,Mai,105.4443273,10.51491058,0.783630031,284,17357,1.636227459,18.00076906,15.77710369,964.2365802,1164.254904,8165,
Long An,Can Giuoc,Xa Long Phung,Mai,106.6583477,10.53642918,0.783630031,23,6141,0.374531835,8.227104118,2.795637404,746.4351869,1164.273692,8166,
An Giang,Tinh Bien,Xa Nui Voi,Mai,105.0636461,10.53487944,0.783630031,40,4233,0.944956296,14.27136229,2.802815819,296.6079841,1164.281608,8167,
Binh Thuan,La Gi,Phuong Tan Thien,Mai,107.7588704,10.6689577,0.783630031,52,6925,0.750902527,4.117587011,12.62875559,1681.81024,1164.423593,8168,
An Giang,Cho Moi,Xa Tan My,Mai,105.5113645,10.51072035,0.783630031,145,16098,0.90073301,26.99191407,5.371979164,596.4008316,1164.472568,8169,
Tien Giang,Tan Phuoc,Xa Tan Hoa Thanh,Mai,106.3181508,10.51416746,0.783630031,90,11090,0.81154193,18.92777411,4.754917271,585.9114726,1164.6002,8170,
Binh Thuan,La Gi,Phuong Binh Tan,Mai,107.777182,10.67025883,0.783630031,165,18599,0.88714447,3.556755888,46.39058884,5229.203405,1164.626582,8171,
An Giang,Cho Moi,Xa Kien Thanh,Mai,105.4107461,10.51159454,0.783630031,271,17155,1.579714369,22.81224383,11.87958545,752.0084445,1164.761025,8172,
Long An,Tan Tru,Xa Binh Tinh,Mai,106.4926455,10.52123816,0.783630031,18,4467,0.402955003,7.371505382,2.441835021,605.9820577,1164.770195,8173,
An Giang,Cho Moi,Xa My Hoi Dong,Mai,105.354953,10.51349416,0.783630031,73,23088,0.316181566,28.40552472,2.569922602,812.7996306,1164.807459,8174,
Long An,Chau Thanh,Xa Binh Quoi,Mai,106.4568291,10.51738816,0.783630031,38,6703,0.566910339,7.077925877,5.368804457,947.0288494,1164.975797,8175,
Tien Giang,Tan Phuoc,Xa Tan Hoa Tay,Mai,106.1394321,10.50364758,0.783630031,42,4424,0.949367089,32.39416848,1.296529652,136.56779,1165.099139,8176,
An Giang,Cho Moi,Xa My Hiep,Mai,105.5414166,10.5040214,0.783630031,253,17465,1.448611509,23.14943065,10.92899449,754.4462004,1165.11752,8177,
An Giang,Tinh Bien,Thi tran Chi Lang,Mai,105.0226127,10.53002423,0.783630031,43,6051,0.710626343,6.559642688,6.555235101,922.4587813,1165.142715,8178,
Tien Giang,Chau Thanh,Xa Tan Hoi Dong,Mai,106.3525758,10.51054217,0.783630031,217,7865,2.759059123,8.98675192,24.1466552,875.1771574,1165.164744,8179,
Long An,Can Duoc,Xa Tan Lan,Mai,106.6280681,10.5256787,0.783630031,60,11549,0.5195255,17.76111038,3.378167171,650.2408776,1165.224046,8180,
Tien Giang,Cai Lay,Xa Thanh Loc,Mai,106.036118,10.49956985,0.783630031,50,10436,0.47911077,23.91321855,2.090893783,436.4113503,1165.309425,8181,
Long An,Tan An,Phuong Khanh Hau,Mai,106.3771983,10.51028777,0.783630031,131,7582,1.727776312,4.338805817,30.19263952,1747.485442,1165.317206,8182,
Binh Thuan,La Gi,Phuong Phuoc Hoi,Mai,107.7691262,10.66072287,0.783630031,121,14415,0.839403399,1.50451259,80.42471747,9581.176052,1165.513565,8183,
Long An,Can Giuoc,Xa Dong Thanh,Mai,106.6762234,10.52558964,0.783630031,46,13190,0.348749052,13.71130099,3.354896812,961.9801947,1165.612829,8184,
Ba Ria - Vung Tau,Chau Duc,Xa Da Bac,Mai,107.2653081,10.58417507,0.783630031,45,7920,0.568181818,43.74561056,1.028674636,181.0467359,1165.644214,8185,
Long An,Can Duoc,Xa Phuoc Tuy,Mai,106.5798381,10.51810745,0.783630031,14,8434,0.165994783,15.80280264,0.885918803,533.7027989,1165.702877,8186,
Tien Giang,Cai Lay,Xa Phu Cuong,Mai,106.0722391,10.4948928,0.783630031,129,12270,1.051344743,32.68390944,3.946896262,375.4140863,1165.898867,8187,
Long An,Can Giuoc,Xa Tan Tap,Mai,106.716832,10.52552301,0.783630031,35,15212,0.230081515,30.96060265,1.130468951,491.3341052,1165.957335,8188,
Ba Ria - Vung Tau,Chau Duc,Xa Suoi Rao,Mai,107.3294204,10.58882235,0.783630031,28,3232,0.866336634,33.96674535,0.824335676,95.15188949,1166.044598,8189,
Long An,Tan Tru,Thi tran Tan Tru,Mai,106.5130378,10.50880151,0.783630031,34,5756,0.590687978,5.753085631,5.909872055,1000.506575,1166.274052,8190,
An Giang,Cho Moi,Thi tran My Luong,Mai,105.4877516,10.49475382,0.783630031,131,13313,0.984000601,9.557874701,13.70597587,1392.882876,1166.319157,8191,
Binh Thuan,La Gi,Phuong Phuoc Loc,Mai,107.7670111,10.65273308,0.783630031,117,11367,1.029295329,1.681431123,69.58358176,6760.312597,1166.344401,8192,
Dong Thap,Thap Muoi,Xa Lang Bien,Mai,105.7961187,10.48835043,0.783630031,24,4316,0.556070436,25.48468008,0.941742252,169.3566482,1166.395963,8193,
Ba Ria - Vung Tau,Chau Duc,Xa Nghia Thanh,Mai,107.1952269,10.56800033,0.783630031,91,11663,0.78024522,22.28144311,4.084116077,523.4400638,1166.47104,8194,
Tien Giang,Cai Be,Xa Hau My Bac A,Mai,105.9683495,10.48712106,0.783630031,182,14535,1.252149983,27.46746974,6.626019859,529.1714211,1166.585405,8195,
Tien Giang,Cai Lay,Xa My Thanh Bac,Mai,106.0135248,10.48655093,0.783630031,88,8123,1.083343592,17.49148764,5.031018619,464.397321,1166.710653,8196,
Long An,Tan An,Xa An Vinh Ngai,Mai,106.4051393,10.49860823,0.783630031,47,6304,0.745558376,6.848041556,6.863276108,920.5551614,1166.755801,8197,
Dong Thap,Cao Lanh,Xa Nhi My,Mai,105.6897198,10.48469123,0.783630031,28,10653,0.26283676,28.18991743,0.993262931,377.9010714,1166.913062,8198,
Long An,Chau Thanh,Xa Hoa Phu,Mai,106.4340291,10.49816559,0.783630031,29,6708,0.432319618,9.323552639,3.110402346,719.4682391,1166.965903,8199,
Long An,Tan An,Phuong Tan Khanh,Mai,106.3857614,10.49519127,0.783630031,35,6770,0.516986706,6.449211321,5.427020182,1049.740761,1167.029764,8200,
Tien Giang,Tan Phuoc,Xa Tan Lap 2,Mai,106.2685036,10.49018099,0.783630031,49,2725,1.798165138,17.2854251,2.834758169,157.6472655,1167.035525,8201,
Long An,Can Duoc,Thi tran Can Duoc,Mai,106.6043592,10.50557628,0.783630031,64,13306,0.480986021,5.837973261,10.96270866,2279.215646,1167.264262,8202,
An Giang,Tinh Bien,Xa Tan Loi,Mai,105.0506661,10.50758794,0.783630031,65,7601,0.855150638,30.23951018,2.149505717,251.3598916,1167.393783,8203,
Long An,Chau Thanh,Xa Phu Ngai Tri,Mai,106.4855552,10.49558709,0.783630031,28,8044,0.34808553,13.26704412,2.110492717,606.3144078,1167.558418,8204,
An Giang,Chau Phu,Xa Binh Chanh,Mai,105.2356383,10.49399042,0.783630031,109,8112,1.343688363,32.0367148,3.402346361,253.2094833,1167.612184,8205,
Ho Chi Minh,Can Gio,Xa Thanh An,Mai,106.9750551,10.53326951,0.783630031,32,3864,0.82815735,130.7649698,0.244713856,29.54919812,1167.624338,8206,
An Giang,Chau Phu,Xa Dao Huu Canh,Mai,105.1217822,10.49893348,0.783630031,128,11258,1.136969266,53.42784458,2.395754517,210.7140965,1167.816079,8207,
Long An,Tan Tru,Xa Duc Tan,Mai,106.5244255,10.4943743,0.783630031,58,6927,0.837303306,13.24422846,4.379266045,523.020274,1167.941601,8208,
An Giang,Tri Ton,Xa Lac Quoi,Mai,104.8790673,10.5142579,0.783630031,36,3626,0.992829564,24.34813243,1.478552825,148.9231262,1168.147641,8209,
Long An,Tan Tru,Xa Nhut Ninh,Mai,106.5479024,10.49349401,0.783630031,326,7181,4.539757694,14.53980609,22.42120686,493.8855413,1168.196468,8210,
Dong Thap,Thap Muoi,Xa Phu Dien,Mai,105.8746657,10.47058175,0.783630031,74,12425,0.595573441,46.18034309,1.602413387,269.0538694,1168.349657,8211,
Long An,Chau Thanh,Xa Vinh Cong,Mai,106.4464148,10.48622125,0.783630031,64,6913,0.925791986,8.369364683,7.646936467,825.9886218,1168.35681,8212,
Tien Giang,Chau Thanh,Xa Tan Huong,Mai,106.3620747,10.48144579,0.783630031,208,26674,0.779785559,11.37194574,18.29062543,2345.596841,1168.427016,8213,
An Giang,Chau Thanh,Xa An Hoa,Mai,105.3205585,10.48081086,0.783630031,179,14298,1.251923346,16.35114072,10.94724846,874.4344048,1168.591778,8214,
An Giang,Chau Phu,Xa Binh Phu,Mai,105.1766536,10.48698432,0.783630031,72,7350,0.979591837,47.95852838,1.501297109,153.2574132,1168.758214,8215,
Ba Ria - Vung Tau,Xuyen Moc,Xa Binh Chau,Mai,107.5323113,10.59201203,0.783630031,319,20550,1.552311436,85.5456818,3.729001783,240.2225287,1168.836808,8216,
Tien Giang,Chau Thanh,Xa Tan Ly Dong,Mai,106.3301238,10.4762986,0.783630031,65,16401,0.396317298,15.87628033,4.094157992,1033.050542,1168.840755,8217,
An Giang,Tri Ton,Xa Le Tri,Mai,104.9354276,10.50252614,0.783630031,33,5081,0.649478449,26.93852825,1.225011244,188.61461,1168.920042,8218,
Long An,Can Duoc,Xa Tan An,Mai,106.5882918,10.48855807,0.783630031,29,7406,0.391574399,9.784076614,2.963999685,756.9441953,1169.025092,8219,
Long An,Can Duoc,Xa Phuoc Dong,Mai,106.6351175,10.49138612,0.783630031,156,14182,1.099985898,21.39658361,7.290883576,662.8160954,1169.061876,8220,
An Giang,Cho Moi,Xa Nhon My,Mai,105.3994631,10.47067113,0.783630031,207,23301,0.88837389,30.98657591,6.680312165,751.9707911,1169.33329,8221,
An Giang,Cho Moi,Xa Long Giang,Mai,105.4402095,10.46884799,0.783630031,98,16316,0.600637411,19.12347997,5.124590302,853.1919935,1169.363019,8222,
An Giang,Cho Moi,Xa My An,Mai,105.5122321,10.46602885,0.783630031,144,10733,1.341656573,12.86991902,11.18888159,833.9601813,1169.410783,8223,
Dong Thap,Cao Lanh,Xa An Binh,Mai,105.6645593,10.4624277,0.783630031,27,9425,0.286472149,8.65486972,3.119631014,1088.982308,1169.418109,8224,
Tien Giang,Cho Gao,Xa Trung Hoa,Mai,106.4083499,10.47290086,0.783630031,99,7241,1.367214473,10.86655041,9.110526919,666.3568224,1169.613288,8225,
Ba Ria - Vung Tau,Xuyen Moc,Xa Phuoc Tan,Mai,107.3801249,10.56260275,0.783630031,243,13506,1.799200355,32.47997214,7.48153351,415.8254798,1169.665447,8226,
An Giang,Cho Moi,Xa Long Kien,Mai,105.468569,10.46491739,0.783630031,39,12499,0.312024962,16.37054874,2.382326984,763.5052558,1169.687558,8227,
Long An,Can Duoc,Xa Long Huu Dong,Mai,106.7025014,10.49035285,0.783630031,39,12508,0.311800448,21.8681837,1.783412858,571.9725137,1169.715403,8228,
An Giang,Chau Thanh,Xa Binh Thanh,Mai,105.3578141,10.46785592,0.783630031,69,6191,1.114521079,8.828397742,7.81568774,701.2597507,1169.836747,8229,
Tien Giang,Tan Phuoc,Xa Tan Lap 1,Mai,106.2949926,10.46540018,0.783630031,44,6253,0.703662242,28.47369668,1.54528583,219.6061885,1169.886372,8230,
Tien Giang,Tan Phuoc,Xa Phuoc Lap,Mai,106.2317896,10.4619398,0.783630031,68,10537,0.645344975,34.33239839,1.98063646,306.9112702,1170.013642,8231,
Ba Ria - Vung Tau,Ba Ria,Xa Tan Hung,Mai,107.1727422,10.53261268,0.783630031,72,8570,0.840140023,7.174875842,10.03501685,1194.445756,1170.063767,8232,
Ba Ria - Vung Tau,Dat Do,Xa Long Tan,Mai,107.2739928,10.54482007,0.783630031,59,6079,0.970554367,29.24879211,2.017177317,207.8376426,1170.082802,8233,
Ba Ria - Vung Tau,Xuyen Moc,Xa Xuyen Moc,Mai,107.4231422,10.56359976,0.783630031,204,11543,1.76730486,18.13404159,11.24956061,636.537638,1170.208648,8234,
Long An,Chau Thanh,Xa Hiep Thanh,Mai,106.461748,10.46902698,0.783630031,60,8198,0.731885826,13.05545545,4.595779919,627.9367296,1170.346475,8235,
An Giang,Tri Ton,Xa Vinh Gia,Mai,104.8183189,10.49916356,0.783630031,144,5209,2.764446151,38.01981648,3.787498556,137.0074998,1170.40615,8236,
An Giang,Cho Moi,Xa Binh Phuoc Xuan,Mai,105.5560022,10.45570209,0.783630031,197,13231,1.488927519,19.06013089,10.33571076,694.1715183,1170.417064,8237,
Tien Giang,Chau Thanh,Xa Tan Ly Tay,Mai,106.3506226,10.46179312,0.783630031,63,13418,0.469518557,5.171028609,12.1832627,2594.841571,1170.541915,8238,
Dong Thap,Cao Lanh,Xa Tan Hoi Trung,Mai,105.7781318,10.4496303,0.783630031,78,9834,0.793166565,39.9174602,1.954032136,246.3583593,1170.689943,8239,
Ba Ria - Vung Tau,Ba Ria,Xa Hoa Long,Mai,107.203073,10.53035667,0.783630031,122,17381,0.701915885,15.15562796,8.049814916,1146.834697,1170.708046,8240,
Tien Giang,Cai Be,Xa My Trung,Mai,105.9207987,10.44883889,0.783630031,48,8500,0.564705882,24.82877292,1.933240928,342.3447476,1170.775908,8241,
An Giang,Tri Ton,Thi tran Ba Chuc,Mai,104.9032932,10.48782968,0.783630031,142,13502,1.051696045,18.80919884,7.54949752,717.8402501,1170.832707,8242,
Long An,Chau Thanh,Xa Phuoc Tan Hung,Mai,106.4956229,10.46635863,0.783630031,33,8159,0.404461331,13.88812066,2.376131429,587.4804949,1170.849177,8243,
An Giang,Tinh Bien,Xa An Hao,Mai,105.0134861,10.47711311,0.783630031,63,11645,0.541004723,52.31281435,1.204293838,222.6032024,1171.053444,8244,
Tien Giang,Cai Be,Xa Hau My Trinh,Mai,105.9783065,10.4463561,0.783630031,50,10472,0.477463713,31.76405212,1.574106471,329.6808593,1171.106149,8245,
Tien Giang,Cho Gao,Xa Hoa Tinh,Mai,106.3677053,10.45662222,0.783630031,32,7184,0.445434298,6.959037984,4.598336735,1032.326597,1171.198205,8246,
Ba Ria - Vung Tau,Ba Ria,Xa Long Phuoc,Mai,107.2279836,10.52813888,0.783630031,61,10090,0.604558969,16.11606003,3.785044229,626.0835454,1171.283753,8247,
An Giang,Chau Thanh,Xa Can Dang,Mai,105.2847215,10.45546718,0.783630031,425,17405,2.441827061,37.99864245,11.1846101,458.0426794,1171.583771,8248,
Long An,Chau Thanh,Xa Thuan My,Mai,106.5652597,10.46027764,0.783630031,26,12235,0.212505108,22.02094758,1.180693969,555.6073349,1171.983101,8249,
An Giang,Tinh Bien,Xa Tan Lap,Mai,105.0842664,10.46335405,0.783630031,39,4856,0.803130148,31.14122385,1.252359258,155.9347835,1172.017101,8250,
Tien Giang,Cai Lay,Xa My Thanh Nam,Mai,106.038863,10.4388916,0.783630031,184,12339,1.491206743,21.83366686,8.427352179,565.1364051,1172.02519,8251,
Tien Giang,Chau Thanh,Thi tran Tan Hiep,Mai,106.343078,10.44793807,0.783630031,32,4769,0.67100021,0.781366357,40.95390046,6103.410978,1172.036344,8252,
Tien Giang,Cho Gao,Xa Tan Binh Thanh,Mai,106.427323,10.45111327,0.783630031,37,7900,0.46835443,11.82061918,3.130123678,668.3237042,1172.12534,8253,
Ba Ria - Vung Tau,Ba Ria,Phuong Phuoc Hung,Mai,107.1791663,10.51410577,0.783630031,63,6870,0.917030568,2.945470772,21.38877106,2332.394558,1172.179651,8254,
Tien Giang,Cai Lay,Xa Phu Nhuan,Mai,106.0672072,10.43749848,0.783630031,75,8978,0.835375362,13.74991703,5.454578369,652.9493946,1172.235292,8255,
An Giang,Chau Thanh,Xa Binh Hoa,Mai,105.3334708,10.44618008,0.783630031,442,20089,2.20020907,22.66976458,19.49733525,886.1582981,1172.352024,8256,
Long An,Can Duoc,Xa Tan Chanh,Mai,106.6047302,10.45889743,0.783630031,22,11357,0.193713128,17.19185725,1.279675586,660.6034377,1172.418463,8257,
Tien Giang,Cho Gao,Xa My Tinh An,Mai,106.3957782,10.44610425,0.783630031,22,9711,0.226547214,11.60890587,1.895096768,836.5129417,1172.505934,8258,
Kien Giang,Giang Thanh,Xa Tan Khanh Hoa,Mai,104.6293717,10.49896608,0.783630031,30,5958,0.503524673,50.51579786,0.593873625,117.943302,1172.507503,8259,
Long An,Can Duoc,Xa Long Huu Tay,Mai,106.6747777,10.46176982,0.783630031,35,10608,0.329939668,15.95615798,2.193510496,664.8216956,1172.64111,8260,
Long An,Chau Thanh,Xa Thanh Phu Long,Mai,106.5220825,10.45124798,0.783630031,87,13113,0.663463738,20.10045843,4.328259492,652.3731807,1172.687815,8261,
Ba Ria - Vung Tau,Xuyen Moc,Xa Bung Rieng,Mai,107.4908499,10.54825507,0.783630031,17,5117,0.332225914,50.50211193,0.336619586,101.3224953,1172.950498,8262,
Long An,Chau Thanh,Thi tran Tam Vu,Mai,106.4687297,10.44459738,0.783630031,14,6511,0.215020734,3.47591414,4.027717439,1873.176303,1173.086506,8263,
Tien Giang,Go Cong Dong,Xa Tan Phuoc,Mai,106.7176203,10.46056977,0.783630031,82,13361,0.613726517,26.266464,3.121851498,508.6714374,1173.126983,8264,
An Giang,Cho Moi,Xa An Thanh Trung,Mai,105.4885382,10.43274983,0.783630031,198,17411,1.137212107,32.43011863,6.105435576,536.8774687,1173.171085,8265,
Ba Ria - Vung Tau,Xuyen Moc,Xa Bong Trang,Mai,107.4537111,10.54034725,0.783630031,28,3721,0.752485891,34.88564237,0.802622457,106.6627916,1173.22863,8266,
An Giang,Chau Thanh,Thi tran An Chau,Mai,105.3856798,10.43497434,0.783630031,256,22571,1.134198751,13.26239981,19.30269059,1701.87902,1173.340127,8267,
Ba Ria - Vung Tau,Dat Do,Xa Phuoc Long Tho,Mai,107.3095462,10.51906832,0.783630031,61,3074,1.984385166,36.35082849,1.678091051,84.56478511,1173.407915,8268,
Ba Ria - Vung Tau,Ba Ria,Phuong Long Tam,Mai,107.1985206,10.50505916,0.783630031,73,7732,0.944128298,3.597599146,20.29131013,2149.211095,1173.425867,8269,
Ba Ria - Vung Tau,Xuyen Moc,Thi tran Phuoc Buu,Mai,107.4083617,10.53193496,0.783630031,194,16024,1.210683974,9.167906873,21.16077341,1747.836253,1173.450977,8270,
Tien Giang,Cai Be,Xa My Hoi,Mai,106.0191373,10.42534016,0.783630031,51,8095,0.63001853,14.45027416,3.529344802,560.1969837,1173.489585,8271,
